# Z, sigma, counts
1.000000000000000056e-01 9.469609380000000556e+02 2.142062999999999828e+00
1.000000000000000056e-01 9.457597660000000133e+02 -2.141649999999999832e+00
1.000000000000000056e-01 9.445605470000000423e+02 -2.141236999999999835e+00
1.000000000000000056e-01 9.433593750000000000e+02 2.140823999999999838e+00
1.000000000000000056e-01 9.421582029999999577e+02 4.280821999999999683e+00
1.000000000000000056e-01 9.409589839999999867e+02 4.279995999999999690e+00
1.000000000000000056e-01 9.397578130000000556e+02 4.279170999999999836e+00
1.000000000000000056e-01 9.385566410000000133e+02 2.139171999999999851e+00
1.000000000000000056e-01 9.373535160000000133e+02 0.000000000000000000e+00
1.000000000000000056e-01 9.361523439999999709e+02 2.138346999999999998e+00
1.000000000000000056e-01 9.349492189999999709e+02 2.137934000000000001e+00
1.000000000000000056e-01 9.337480470000000423e+02 2.137521000000000004e+00
1.000000000000000056e-01 9.325449220000000423e+02 8.548432999999999282e+00
1.000000000000000056e-01 9.313417970000000423e+02 0.000000000000000000e+00
1.000000000000000056e-01 9.301386720000000423e+02 2.136283000000000154e+00
1.000000000000000056e-01 9.289355470000000423e+02 4.271740000000000315e+00
1.000000000000000056e-01 9.277324220000000423e+02 -4.270914999999999573e+00
1.000000000000000056e-01 9.265292970000000423e+02 0.000000000000000000e+00
1.000000000000000056e-01 9.253242189999999709e+02 0.000000000000000000e+00
1.000000000000000056e-01 9.241210939999999709e+02 4.268440000000000012e+00
1.000000000000000056e-01 9.229160160000000133e+02 6.401423000000000307e+00
1.000000000000000056e-01 9.217109380000000556e+02 0.000000000000000000e+00
1.000000000000000056e-01 9.205058589999999867e+02 2.132982999999999851e+00
1.000000000000000056e-01 9.193007810000000291e+02 2.132569999999999855e+00
1.000000000000000056e-01 9.180957029999999577e+02 2.132157999999999998e+00
1.000000000000000056e-01 9.168906250000000000e+02 0.000000000000000000e+00
1.000000000000000056e-01 9.156855470000000423e+02 0.000000000000000000e+00
1.000000000000000056e-01 9.144785160000000133e+02 4.261841999999999686e+00
1.000000000000000056e-01 9.132734380000000556e+02 -2.130508999999999986e+00
1.000000000000000056e-01 9.120664060000000291e+02 -2.130097000000000129e+00
1.000000000000000056e-01 9.108593750000000000e+02 4.259369000000000405e+00
1.000000000000000056e-01 9.096523439999999709e+02 0.000000000000000000e+00
1.000000000000000056e-01 9.084453130000000556e+02 2.128859999999999975e+00
1.000000000000000056e-01 9.072382810000000291e+02 -2.128448000000000118e+00
1.000000000000000056e-01 9.060292970000000423e+02 0.000000000000000000e+00
1.000000000000000056e-01 9.048222660000000133e+02 4.255250000000000199e+00
1.000000000000000056e-01 9.036132810000000291e+02 4.254425999999999597e+00
1.000000000000000056e-01 9.024062500000000000e+02 0.000000000000000000e+00
1.000000000000000056e-01 9.011972660000000133e+02 4.252778000000000169e+00
1.000000000000000056e-01 8.999882810000000291e+02 8.503909000000000162e+00
1.000000000000000056e-01 8.987792970000000423e+02 4.251130999999999993e+00
1.000000000000000056e-01 8.975703130000000556e+02 2.125154000000000210e+00
1.000000000000000056e-01 8.963593750000000000e+02 0.000000000000000000e+00
1.000000000000000056e-01 8.951503910000000133e+02 2.124331000000000191e+00
1.000000000000000056e-01 8.939394529999999577e+02 0.000000000000000000e+00
1.000000000000000056e-01 8.927304689999999709e+02 4.247015000000000207e+00
1.000000000000000056e-01 8.915195310000000291e+02 4.246191999999999744e+00
1.000000000000000056e-01 8.903085939999999709e+02 6.368052999999999741e+00
1.000000000000000056e-01 8.890976560000000291e+02 6.366818999999999562e+00
1.000000000000000056e-01 8.878867189999999709e+02 2.121862000000000137e+00
1.000000000000000056e-01 8.866757810000000291e+02 4.242899999999999672e+00
1.000000000000000056e-01 8.854628910000000133e+02 4.242078000000000237e+00
1.000000000000000056e-01 8.842519529999999577e+02 8.482511000000000578e+00
1.000000000000000056e-01 8.830390630000000556e+02 2.120216000000000101e+00
1.000000000000000056e-01 8.818261720000000423e+02 0.000000000000000000e+00
1.000000000000000056e-01 8.806152339999999867e+02 6.358182000000000222e+00
1.000000000000000056e-01 8.794023439999999709e+02 4.237966000000000122e+00
1.000000000000000056e-01 8.781894529999999577e+02 -2.118571999999999900e+00
1.000000000000000056e-01 8.769746089999999867e+02 4.236322000000000365e+00
1.000000000000000056e-01 8.757617189999999709e+02 6.353250000000000064e+00
1.000000000000000056e-01 8.745488279999999577e+02 0.000000000000000000e+00
1.000000000000000056e-01 8.733339839999999867e+02 2.116928000000000143e+00
1.000000000000000056e-01 8.721191410000000133e+02 4.233035000000000103e+00
1.000000000000000056e-01 8.709042970000000423e+02 -2.116106999999999960e+00
1.000000000000000056e-01 8.696894529999999577e+02 -2.115695999999999799e+00
1.000000000000000056e-01 8.684746089999999867e+02 0.000000000000000000e+00
1.000000000000000056e-01 8.672597660000000133e+02 6.344623000000000346e+00
1.000000000000000056e-01 8.660449220000000423e+02 0.000000000000000000e+00
1.000000000000000056e-01 8.648281250000000000e+02 2.114053000000000182e+00
1.000000000000000056e-01 8.636132810000000291e+02 0.000000000000000000e+00
1.000000000000000056e-01 8.623964839999999867e+02 2.113231999999999999e+00
1.000000000000000056e-01 8.611796880000000556e+02 6.338464000000000098e+00
1.000000000000000056e-01 8.599648439999999709e+02 8.449643999999999266e+00
1.000000000000000056e-01 8.587480470000000423e+02 6.336001999999999690e+00
1.000000000000000056e-01 8.575292970000000423e+02 2.111590000000000078e+00
1.000000000000000056e-01 8.563125000000000000e+02 0.000000000000000000e+00
1.000000000000000056e-01 8.550957029999999577e+02 0.000000000000000000e+00
1.000000000000000056e-01 8.538769529999999577e+02 2.110358999999999874e+00
1.000000000000000056e-01 8.526601560000000291e+02 0.000000000000000000e+00
1.000000000000000056e-01 8.514414060000000291e+02 4.219078999999999802e+00
1.000000000000000056e-01 8.502226560000000291e+02 6.327386999999999873e+00
1.000000000000000056e-01 8.490039060000000291e+02 8.434875999999999152e+00
1.000000000000000056e-01 8.477851560000000291e+02 2.108309000000000211e+00
1.000000000000000056e-01 8.465664060000000291e+02 2.107899000000000189e+00
1.000000000000000056e-01 8.453457029999999577e+02 8.429956999999999923e+00
1.000000000000000056e-01 8.441269529999999577e+02 4.214159000000000432e+00
1.000000000000000056e-01 8.429062500000000000e+02 4.213339000000000389e+00
1.000000000000000056e-01 8.416855470000000423e+02 6.318779000000000146e+00
1.000000000000000056e-01 8.404667970000000423e+02 0.000000000000000000e+00
1.000000000000000056e-01 8.392460939999999709e+02 2.105440000000000200e+00
1.000000000000000056e-01 8.380234380000000556e+02 4.210061999999999749e+00
1.000000000000000056e-01 8.368027339999999867e+02 0.000000000000000000e+00
1.000000000000000056e-01 8.355820310000000291e+02 4.208423999999999943e+00
1.000000000000000056e-01 8.343593750000000000e+02 0.000000000000000000e+00
1.000000000000000056e-01 8.331386720000000423e+02 2.103393000000000068e+00
1.000000000000000056e-01 8.319160160000000133e+02 4.205967000000000233e+00
1.000000000000000056e-01 8.306933589999999867e+02 2.102574000000000165e+00
1.000000000000000056e-01 8.294707029999999577e+02 0.000000000000000000e+00
1.000000000000000056e-01 8.282480470000000423e+02 4.203510999999999775e+00
1.000000000000000056e-01 8.270253910000000133e+02 2.101345999999999936e+00
1.000000000000000056e-01 8.258027339999999867e+02 2.100937000000000054e+00
1.000000000000000056e-01 8.245781250000000000e+02 4.201056000000000346e+00
1.000000000000000056e-01 8.233554689999999709e+02 6.300356999999999985e+00
1.000000000000000056e-01 8.221308589999999867e+02 4.199419999999999931e+00
1.000000000000000056e-01 8.209062500000000000e+02 2.099301000000000084e+00
1.000000000000000056e-01 8.196816410000000133e+02 4.197784000000000404e+00
1.000000000000000056e-01 8.184570310000000291e+02 -4.196965999999999752e+00
1.000000000000000056e-01 8.172324220000000423e+02 4.196149000000000129e+00
1.000000000000000056e-01 8.160078130000000556e+02 6.292996999999999730e+00
1.000000000000000056e-01 8.147832029999999577e+02 2.097256999999999927e+00
1.000000000000000056e-01 8.135566410000000133e+02 -2.096848000000000045e+00
1.000000000000000056e-01 8.123300779999999577e+02 -2.096439999999999859e+00
1.000000000000000056e-01 8.111054689999999709e+02 2.096030999999999977e+00
1.000000000000000056e-01 8.098789060000000291e+02 4.191245000000000331e+00
1.000000000000000056e-01 8.086523439999999709e+02 4.190427999999999820e+00
1.000000000000000056e-01 8.074257810000000291e+02 4.189611000000000196e+00
1.000000000000000056e-01 8.061972660000000133e+02 2.094396999999999842e+00
1.000000000000000056e-01 8.049707029999999577e+02 0.000000000000000000e+00
1.000000000000000056e-01 8.037421880000000556e+02 6.280742000000000047e+00
1.000000000000000056e-01 8.025156250000000000e+02 0.000000000000000000e+00
1.000000000000000056e-01 8.012871089999999867e+02 2.092763999999999847e+00
1.000000000000000056e-01 8.000585939999999709e+02 2.092356000000000105e+00
1.000000000000000056e-01 7.988300779999999577e+02 6.275844000000000200e+00
1.000000000000000056e-01 7.976015630000000556e+02 8.366158999999999679e+00
1.000000000000000056e-01 7.963730470000000423e+02 -2.091131999999999991e+00
1.000000000000000056e-01 7.951425779999999577e+02 6.272171000000000163e+00
1.000000000000000056e-01 7.939140630000000556e+02 0.000000000000000000e+00
1.000000000000000056e-01 7.926835939999999709e+02 2.089907999999999877e+00
1.000000000000000056e-01 7.914550779999999577e+02 0.000000000000000000e+00
1.000000000000000056e-01 7.902246089999999867e+02 0.000000000000000000e+00
1.000000000000000056e-01 7.889941410000000133e+02 4.177369999999999806e+00
1.000000000000000056e-01 7.877636720000000423e+02 2.088277000000000161e+00
1.000000000000000056e-01 7.865312500000000000e+02 0.000000000000000000e+00
1.000000000000000056e-01 7.853007810000000291e+02 0.000000000000000000e+00
1.000000000000000056e-01 7.840683589999999867e+02 4.174108999999999625e+00
1.000000000000000056e-01 7.828378910000000133e+02 4.173295000000000421e+00
1.000000000000000056e-01 7.816054689999999709e+02 2.086240000000000094e+00
1.000000000000000056e-01 7.803730470000000423e+02 0.000000000000000000e+00
1.000000000000000056e-01 7.791406250000000000e+02 6.256275999999999726e+00
1.000000000000000056e-01 7.779082029999999577e+02 6.255054000000000336e+00
1.000000000000000056e-01 7.766757810000000291e+02 4.169222000000000428e+00
1.000000000000000056e-01 7.754433589999999867e+02 0.000000000000000000e+00
1.000000000000000056e-01 7.742089839999999867e+02 0.000000000000000000e+00
1.000000000000000056e-01 7.729765630000000556e+02 4.166780000000000150e+00
1.000000000000000056e-01 7.717421880000000556e+02 0.000000000000000000e+00
1.000000000000000056e-01 7.705078130000000556e+02 6.247728000000000392e+00
1.000000000000000056e-01 7.692734380000000556e+02 2.082168999999999937e+00
1.000000000000000056e-01 7.680390630000000556e+02 0.000000000000000000e+00
1.000000000000000056e-01 7.668046880000000556e+02 6.244067000000000256e+00
1.000000000000000056e-01 7.655703130000000556e+02 4.161897999999999875e+00
1.000000000000000056e-01 7.643339839999999867e+02 2.080541999999999891e+00
1.000000000000000056e-01 7.630996089999999867e+02 2.080135999999999985e+00
1.000000000000000056e-01 7.618632810000000291e+02 6.239187000000000261e+00
1.000000000000000056e-01 7.606269529999999577e+02 4.158644999999999925e+00
1.000000000000000056e-01 7.593906250000000000e+02 4.157831999999999972e+00
1.000000000000000056e-01 7.581542970000000423e+02 6.235528999999999655e+00
1.000000000000000056e-01 7.569179689999999709e+02 6.234309999999999796e+00
1.000000000000000056e-01 7.556796880000000556e+02 8.310788000000000508e+00
1.000000000000000056e-01 7.544433589999999867e+02 4.154582000000000441e+00
1.000000000000000056e-01 7.532050779999999577e+02 -2.076884999999999870e+00
1.000000000000000056e-01 7.519687500000000000e+02 6.229435999999999751e+00
1.000000000000000056e-01 7.507304689999999709e+02 2.076073000000000057e+00
1.000000000000000056e-01 7.494921880000000556e+02 4.151333000000000162e+00
1.000000000000000056e-01 7.482539060000000291e+02 4.150521000000000349e+00
1.000000000000000056e-01 7.470156250000000000e+02 6.224563999999999986e+00
1.000000000000000056e-01 7.457753910000000133e+02 0.000000000000000000e+00
1.000000000000000056e-01 7.445371089999999867e+02 4.148086000000000162e+00
1.000000000000000056e-01 7.432988279999999577e+02 4.147274999999999601e+00
1.000000000000000056e-01 7.420585939999999709e+02 2.073231999999999964e+00
1.000000000000000056e-01 7.408183589999999867e+02 2.072826000000000057e+00
1.000000000000000056e-01 7.395781250000000000e+02 2.072420999999999847e+00
1.000000000000000056e-01 7.383378910000000133e+02 4.144029999999999880e+00
1.000000000000000056e-01 7.370976560000000291e+02 2.071609000000000034e+00
1.000000000000000056e-01 7.358574220000000423e+02 -2.071203999999999823e+00
1.000000000000000056e-01 7.346152339999999867e+02 2.070799000000000056e+00
1.000000000000000056e-01 7.333750000000000000e+02 0.000000000000000000e+00
1.000000000000000056e-01 7.321328130000000556e+02 8.279953000000000785e+00
1.000000000000000056e-01 7.308906250000000000e+02 4.139166000000000345e+00
1.000000000000000056e-01 7.296484380000000556e+02 4.138355999999999923e+00
1.000000000000000056e-01 7.284062500000000000e+02 6.206318999999999697e+00
1.000000000000000056e-01 7.271640630000000556e+02 0.000000000000000000e+00
1.000000000000000056e-01 7.259218750000000000e+02 2.067963000000000218e+00
1.000000000000000056e-01 7.246777339999999867e+02 2.067558000000000007e+00
1.000000000000000056e-01 7.234355470000000423e+02 2.067152999999999796e+00
1.000000000000000056e-01 7.221914060000000291e+02 2.066748000000000030e+00
1.000000000000000056e-01 7.209472660000000133e+02 2.066343999999999959e+00
1.000000000000000056e-01 7.197031250000000000e+02 6.197816999999999688e+00
1.000000000000000056e-01 7.184589839999999867e+02 -2.065533999999999981e+00
1.000000000000000056e-01 7.172148439999999709e+02 2.065129999999999910e+00
1.000000000000000056e-01 7.159707029999999577e+02 6.194175999999999682e+00
1.000000000000000056e-01 7.147246089999999867e+02 4.128642000000000145e+00
1.000000000000000056e-01 7.134804689999999709e+02 2.063915999999999862e+00
1.000000000000000056e-01 7.122343750000000000e+02 0.000000000000000000e+00
1.000000000000000056e-01 7.109882810000000291e+02 6.189322999999999908e+00
1.000000000000000056e-01 7.097421880000000556e+02 6.188109999999999999e+00
1.000000000000000056e-01 7.084960939999999709e+02 2.062298999999999882e+00
1.000000000000000056e-01 7.072500000000000000e+02 -2.061894999999999811e+00
1.000000000000000056e-01 7.060039060000000291e+02 4.122982999999999620e+00
1.000000000000000056e-01 7.047578130000000556e+02 2.061087000000000113e+00
1.000000000000000056e-01 7.035097660000000133e+02 2.060683000000000042e+00
1.000000000000000056e-01 7.022617189999999709e+02 2.060278999999999971e+00
1.000000000000000056e-01 7.010136720000000423e+02 0.000000000000000000e+00
1.000000000000000056e-01 6.997675779999999577e+02 4.118943999999999939e+00
1.000000000000000056e-01 6.985195310000000291e+02 4.118135999999999797e+00
1.000000000000000056e-01 6.972695310000000291e+02 0.000000000000000000e+00
1.000000000000000056e-01 6.960214839999999867e+02 0.000000000000000000e+00
1.000000000000000056e-01 6.947734380000000556e+02 2.057856999999999825e+00
1.000000000000000056e-01 6.935234380000000556e+02 8.229815000000000325e+00
1.000000000000000056e-01 6.922734380000000556e+02 4.114099999999999646e+00
1.000000000000000056e-01 6.910253910000000133e+02 4.113293999999999784e+00
1.000000000000000056e-01 6.897753910000000133e+02 4.112486999999999782e+00
1.000000000000000056e-01 6.885253910000000133e+02 -2.055839999999999890e+00
1.000000000000000056e-01 6.872734380000000556e+02 2.055436999999999959e+00
1.000000000000000056e-01 6.860234380000000556e+02 4.110068000000000055e+00
1.000000000000000056e-01 6.847734380000000556e+02 2.054631000000000096e+00
1.000000000000000056e-01 6.835214839999999867e+02 6.162683000000000355e+00
1.000000000000000056e-01 6.822714839999999867e+02 2.053824999999999790e+00
1.000000000000000056e-01 6.810195310000000291e+02 0.000000000000000000e+00
1.000000000000000056e-01 6.797675779999999577e+02 2.053018999999999927e+00
1.000000000000000056e-01 6.785156250000000000e+02 0.000000000000000000e+00
1.000000000000000056e-01 6.772636720000000423e+02 0.000000000000000000e+00
1.000000000000000056e-01 6.760097660000000133e+02 4.103621999999999659e+00
1.000000000000000056e-01 6.747578130000000556e+02 2.051407999999999898e+00
1.000000000000000056e-01 6.735039060000000291e+02 2.051006000000000107e+00
1.000000000000000056e-01 6.722519529999999577e+02 0.000000000000000000e+00
1.000000000000000056e-01 6.709980470000000423e+02 6.150602000000000125e+00
1.000000000000000056e-01 6.697441410000000133e+02 2.049798000000000009e+00
1.000000000000000056e-01 6.684902339999999867e+02 2.049396000000000218e+00
1.000000000000000056e-01 6.672363279999999577e+02 2.048993999999999982e+00
1.000000000000000056e-01 6.659804689999999709e+02 0.000000000000000000e+00
1.000000000000000056e-01 6.647265630000000556e+02 4.096378999999999770e+00
1.000000000000000056e-01 6.634707029999999577e+02 0.000000000000000000e+00
1.000000000000000056e-01 6.622167970000000423e+02 0.000000000000000000e+00
1.000000000000000056e-01 6.609609380000000556e+02 2.046982999999999997e+00
1.000000000000000056e-01 6.597050779999999577e+02 0.000000000000000000e+00
1.000000000000000056e-01 6.584492189999999709e+02 2.046180000000000110e+00
1.000000000000000056e-01 6.571933589999999867e+02 4.091555999999999749e+00
1.000000000000000056e-01 6.559355470000000423e+02 2.045376000000000083e+00
1.000000000000000056e-01 6.546796880000000556e+02 4.089948999999999835e+00
1.000000000000000056e-01 6.534218750000000000e+02 4.089145000000000252e+00
1.000000000000000056e-01 6.521640630000000556e+02 0.000000000000000000e+00
1.000000000000000056e-01 6.509082029999999577e+02 4.087538999999999589e+00
1.000000000000000056e-01 6.496503910000000133e+02 2.043368000000000073e+00
1.000000000000000056e-01 6.483925779999999577e+02 4.085933999999999955e+00
1.000000000000000056e-01 6.471328130000000556e+02 2.042565000000000186e+00
1.000000000000000056e-01 6.458750000000000000e+02 2.042164000000000090e+00
1.000000000000000056e-01 6.446171880000000556e+02 0.000000000000000000e+00
1.000000000000000056e-01 6.433574220000000423e+02 2.041361999999999899e+00
1.000000000000000056e-01 6.420976560000000291e+02 8.163842999999999961e+00
1.000000000000000056e-01 6.408378910000000133e+02 0.000000000000000000e+00
1.000000000000000056e-01 6.395781250000000000e+02 2.040159000000000056e+00
1.000000000000000056e-01 6.383183589999999867e+02 2.039757999999999960e+00
1.000000000000000056e-01 6.370585939999999709e+02 2.039356999999999864e+00
1.000000000000000056e-01 6.357988279999999577e+02 2.038956000000000213e+00
1.000000000000000056e-01 6.345371089999999867e+02 -2.038555000000000117e+00
1.000000000000000056e-01 6.332773439999999709e+02 4.076309000000000182e+00
1.000000000000000056e-01 6.320156250000000000e+02 6.113261999999999752e+00
1.000000000000000056e-01 6.307539060000000291e+02 -4.074707000000000079e+00
1.000000000000000056e-01 6.294921880000000556e+02 2.036953000000000014e+00
1.000000000000000056e-01 6.282304689999999709e+02 0.000000000000000000e+00
1.000000000000000056e-01 6.269687500000000000e+02 6.108456999999999582e+00
1.000000000000000056e-01 6.257050779999999577e+02 0.000000000000000000e+00
1.000000000000000056e-01 6.244433589999999867e+02 6.106054999999999566e+00
1.000000000000000056e-01 6.231796880000000556e+02 8.139806000000000097e+00
1.000000000000000056e-01 6.219179689999999709e+02 0.000000000000000000e+00
1.000000000000000056e-01 6.206542970000000423e+02 2.034151000000000042e+00
1.000000000000000056e-01 6.193906250000000000e+02 2.033751000000000086e+00
1.000000000000000056e-01 6.181269529999999577e+02 2.033351000000000131e+00
1.000000000000000056e-01 6.168613279999999577e+02 0.000000000000000000e+00
1.000000000000000056e-01 6.155976560000000291e+02 -6.097654000000000352e+00
1.000000000000000056e-01 6.143320310000000291e+02 0.000000000000000000e+00
1.000000000000000056e-01 6.130683589999999867e+02 4.063504000000000005e+00
1.000000000000000056e-01 6.118027339999999867e+02 6.094057000000000279e+00
1.000000000000000056e-01 6.105371089999999867e+02 2.030952999999999786e+00
1.000000000000000056e-01 6.092714839999999867e+02 2.030552999999999830e+00
1.000000000000000056e-01 6.080058589999999867e+02 4.060308000000000028e+00
1.000000000000000056e-01 6.067402339999999867e+02 2.029754000000000058e+00
1.000000000000000056e-01 6.054726560000000291e+02 4.058709999999999596e+00
1.000000000000000056e-01 6.042070310000000291e+02 4.057910999999999824e+00
1.000000000000000056e-01 6.029394529999999577e+02 2.028556000000000026e+00
1.000000000000000056e-01 6.016718750000000000e+02 4.056314000000000419e+00
1.000000000000000056e-01 6.004042970000000423e+02 8.111031999999999798e+00
1.000000000000000056e-01 5.991367189999999709e+02 2.027359000000000133e+00
1.000000000000000056e-01 5.978691410000000133e+02 -2.026959999999999873e+00
1.000000000000000056e-01 5.966015630000000556e+02 2.026561000000000057e+00
1.000000000000000056e-01 5.953320310000000291e+02 2.026161999999999797e+00
1.000000000000000056e-01 5.940644529999999577e+02 6.077289999999999637e+00
1.000000000000000056e-01 5.927949220000000423e+02 4.050728999999999580e+00
1.000000000000000056e-01 5.915253910000000133e+02 4.049932000000000087e+00
1.000000000000000056e-01 5.902558589999999867e+02 6.073701999999999934e+00
1.000000000000000056e-01 5.889863279999999577e+02 6.072505999999999737e+00
1.000000000000000056e-01 5.877167970000000423e+02 2.023769999999999847e+00
1.000000000000000056e-01 5.864472660000000133e+02 2.023372000000000170e+00
1.000000000000000056e-01 5.851757810000000291e+02 2.022972999999999910e+00
1.000000000000000056e-01 5.839062500000000000e+02 0.000000000000000000e+00
1.000000000000000056e-01 5.826347660000000133e+02 6.066530000000000200e+00
1.000000000000000056e-01 5.813632810000000291e+02 -2.021778999999999993e+00
1.000000000000000056e-01 5.800917970000000423e+02 6.064141000000000226e+00
1.000000000000000056e-01 5.788203130000000556e+02 2.020982000000000056e+00
1.000000000000000056e-01 5.775488279999999577e+02 6.061753000000000391e+00
1.000000000000000056e-01 5.762773439999999709e+02 0.000000000000000000e+00
1.000000000000000056e-01 5.750039060000000291e+02 6.059364999999999668e+00
1.000000000000000056e-01 5.737324220000000423e+02 2.019391000000000158e+00
1.000000000000000056e-01 5.724589839999999867e+02 6.056977999999999973e+00
1.000000000000000056e-01 5.711855470000000423e+02 4.037189999999999834e+00
1.000000000000000056e-01 5.699121089999999867e+02 2.018196999999999797e+00
1.000000000000000056e-01 5.686386720000000423e+02 0.000000000000000000e+00
1.000000000000000056e-01 5.673652339999999867e+02 4.034804000000000279e+00
1.000000000000000056e-01 5.660898439999999709e+02 8.068018999999999608e+00
1.000000000000000056e-01 5.648164060000000291e+02 4.033215000000000217e+00
1.000000000000000056e-01 5.635410160000000133e+02 0.000000000000000000e+00
1.000000000000000056e-01 5.622656250000000000e+02 2.015813000000000077e+00
1.000000000000000056e-01 5.609921880000000556e+02 6.046246000000000009e+00
1.000000000000000056e-01 5.597167970000000423e+02 2.015017999999999976e+00
1.000000000000000056e-01 5.584394529999999577e+02 6.043862999999999985e+00
1.000000000000000056e-01 5.571640630000000556e+02 0.000000000000000000e+00
1.000000000000000056e-01 5.558886720000000423e+02 4.027654000000000067e+00
1.000000000000000056e-01 5.546113279999999577e+02 4.026860000000000106e+00
1.000000000000000056e-01 5.533359380000000556e+02 1.006516599999999961e+01
1.000000000000000056e-01 5.520585939999999709e+02 8.050544999999999618e+00
1.000000000000000056e-01 5.507812500000000000e+02 2.012239000000000111e+00
1.000000000000000056e-01 5.495039060000000291e+02 -4.023685000000000400e+00
1.000000000000000056e-01 5.482265630000000556e+02 4.022891999999999690e+00
1.000000000000000056e-01 5.469472660000000133e+02 8.044197999999999737e+00
1.000000000000000056e-01 5.456699220000000423e+02 2.010653000000000024e+00
1.000000000000000056e-01 5.443906250000000000e+02 4.020513000000000225e+00
1.000000000000000056e-01 5.431132810000000291e+02 2.009860000000000202e+00
1.000000000000000056e-01 5.418339839999999867e+02 2.009463999999999917e+00
1.000000000000000056e-01 5.405546880000000556e+02 2.009068000000000076e+00
1.000000000000000056e-01 5.392753910000000133e+02 4.017343000000000330e+00
1.000000000000000056e-01 5.379960939999999709e+02 2.008274999999999810e+00
1.000000000000000056e-01 5.367148439999999709e+02 6.023636999999999908e+00
1.000000000000000056e-01 5.354355470000000423e+02 0.000000000000000000e+00
1.000000000000000056e-01 5.341542970000000423e+02 0.000000000000000000e+00
1.000000000000000056e-01 5.328730470000000423e+02 8.026764999999999262e+00
1.000000000000000056e-01 5.315937500000000000e+02 6.018886000000000180e+00
1.000000000000000056e-01 5.303125000000000000e+02 0.000000000000000000e+00
1.000000000000000056e-01 5.290292970000000423e+02 2.005504000000000175e+00
1.000000000000000056e-01 5.277480470000000423e+02 4.010215999999999781e+00
1.000000000000000056e-01 5.264667970000000423e+02 2.004712000000000049e+00
1.000000000000000056e-01 5.251835939999999709e+02 -2.004316999999999904e+00
1.000000000000000056e-01 5.239023439999999709e+02 0.000000000000000000e+00
1.000000000000000056e-01 5.226191410000000133e+02 4.007051999999999836e+00
1.000000000000000056e-01 5.213359380000000556e+02 6.009390999999999927e+00
1.000000000000000056e-01 5.200527339999999867e+02 6.008205000000000240e+00
1.000000000000000056e-01 5.187695310000000291e+02 1.001169999999999938e+01
1.000000000000000056e-01 5.174863279999999577e+02 -4.003890000000000171e+00
1.000000000000000056e-01 5.162011720000000423e+02 0.000000000000000000e+00
1.000000000000000056e-01 5.149179689999999709e+02 2.001154000000000099e+00
1.000000000000000056e-01 5.136328130000000556e+02 8.003038000000000096e+00
1.000000000000000056e-01 5.123476560000000291e+02 4.000728999999999758e+00
1.000000000000000056e-01 5.110625000000000000e+02 -1.999970000000000026e+00
1.000000000000000056e-01 5.097773440000000278e+02 0.000000000000000000e+00
1.000000000000000056e-01 5.084921879999999987e+02 3.998359999999999914e+00
1.000000000000000056e-01 5.072070309999999722e+02 1.998785000000000034e+00
1.000000000000000056e-01 5.059199219999999855e+02 0.000000000000000000e+00
1.000000000000000056e-01 5.046347660000000133e+02 1.997996000000000105e+00
1.000000000000000056e-01 5.033476559999999722e+02 5.992804999999999715e+00
1.000000000000000056e-01 5.020605469999999855e+02 -3.994413999999999909e+00
1.000000000000000056e-01 5.007734379999999987e+02 1.996812999999999949e+00
1.000000000000000056e-01 4.994863280000000145e+02 1.996418000000000026e+00
1.000000000000000056e-01 4.981992190000000278e+02 1.996024000000000020e+00
1.000000000000000056e-01 4.969101559999999722e+02 1.995630000000000015e+00
1.000000000000000056e-01 4.956230469999999855e+02 5.985706000000000415e+00
1.000000000000000056e-01 4.943339839999999867e+02 3.989682999999999868e+00
1.000000000000000056e-01 4.930468750000000000e+02 1.994447000000000081e+00
1.000000000000000056e-01 4.917578129999999987e+02 1.994053000000000075e+00
1.000000000000000056e-01 4.904687500000000000e+02 3.987318999999999836e+00
1.000000000000000056e-01 4.891796879999999987e+02 3.986530999999999825e+00
1.000000000000000056e-01 4.878886719999999855e+02 1.992871999999999977e+00
1.000000000000000056e-01 4.865996089999999867e+02 -1.992477999999999971e+00
1.000000000000000056e-01 4.853085940000000278e+02 3.984167999999999932e+00
1.000000000000000056e-01 4.840195309999999722e+02 7.966762000000000121e+00
1.000000000000000056e-01 4.827285160000000133e+02 1.991297000000000095e+00
1.000000000000000056e-01 4.814375000000000000e+02 1.990903000000000089e+00
1.000000000000000056e-01 4.801464839999999867e+02 0.000000000000000000e+00
1.000000000000000056e-01 4.788554690000000278e+02 7.960466000000000264e+00
1.000000000000000056e-01 4.775625000000000000e+02 1.989722999999999908e+00
1.000000000000000056e-01 4.762714839999999867e+02 3.978660000000000085e+00
1.000000000000000056e-01 4.749785160000000133e+02 5.966809999999999725e+00
1.000000000000000056e-01 4.736875000000000000e+02 1.988542999999999950e+00
1.000000000000000056e-01 4.723945309999999722e+02 1.988150000000000084e+00
1.000000000000000056e-01 4.711015629999999987e+02 0.000000000000000000e+00
1.000000000000000056e-01 4.698085940000000278e+02 5.962093000000000309e+00
1.000000000000000056e-01 4.685136719999999855e+02 0.000000000000000000e+00
1.000000000000000056e-01 4.672207030000000145e+02 -1.986577999999999955e+00
1.000000000000000056e-01 4.659277339999999867e+02 5.958556999999999881e+00
